,satelite,pais,estado,municipio,bioma,diasemchuv,precipitac,riscofogo,latitude,longitude,frp,datahora_s,geometry,freq_estados,freq_municipio,freq_bio
3652,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,9.0,0.0,1.0,4.06603,-59.98599,3.7,2020-01-05 17:24:00,POINT (-59.98599 4.06603),4378,940,11802
3653,NPP-375,Brasil,RORAIMA,PACARAIMA,Amazonia,6.0,0.0,0.5,4.137,-60.96791,5.1,2020-01-05 17:24:00,POINT (-60.96791 4.137),4378,650,11802
3654,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,6.0,0.0,0.9,4.13923,-60.43834,2.5,2020-01-05 17:24:00,POINT (-60.43834 4.13923),4378,940,11802
3655,NPP-375,Brasil,RORAIMA,PACARAIMA,Amazonia,7.0,0.0,0.5,4.13926,-60.97531,5.4,2020-01-05 17:24:00,POINT (-60.97531 4.13926),4378,650,11802
3656,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,6.0,0.0,0.9,4.14709,-60.45367,2.0,2020-01-05 17:24:00,POINT (-60.45367 4.14709),4378,940,11802
3657,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,6.0,0.0,0.9,4.15685,-60.4339,5.2,2020-01-05 17:24:00,POINT (-60.4339 4.15685),4378,940,11802
3658,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,8.0,0.0,1.0,4.18555,-60.1082,3.0,2020-01-05 17:24:00,POINT (-60.1082 4.18555),4378,940,11802
3659,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,8.0,0.0,1.0,4.18607,-60.10471,3.0,2020-01-05 17:24:00,POINT (-60.10471 4.18607),4378,940,11802
3660,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,8.0,0.0,1.0,4.19168,-60.11269,4.1,2020-01-05 17:24:00,POINT (-60.11269 4.19168),4378,940,11802
3661,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,8.0,0.0,1.0,4.19448,-60.11668,6.3,2020-01-05 17:24:00,POINT (-60.11668 4.19448),4378,940,11802
3662,NPP-375,Brasil,RORAIMA,PACARAIMA,Amazonia,8.0,0.0,0.5,4.2073,-61.01475,1.7,2020-01-05 17:24:00,POINT (-61.01475 4.2073),4378,650,11802
3663,NPP-375,Brasil,RORAIMA,UIRAMUTA,Amazonia,5.0,0.0,0.5,4.99823,-60.50261,4.3,2020-01-05 17:24:00,POINT (-60.50261 4.99823),4378,547,11802
3664,NPP-375,Brasil,RORAIMA,UIRAMUTA,Amazonia,4.0,0.0,0.4,5.04692,-60.51696,2.8,2020-01-05 17:24:00,POINT (-60.51696 5.04692),4378,547,11802
3665,NPP-375,Brasil,MATO GROSSO,VILA BELA DA SANTISSIMA TRINDADE,Amazonia,0.0,0.0,0.2,-16.21619,-59.862,2.8,2020-01-04 17:36:00,POINT (-59.862 -16.21619),2983,432,11802
3666,NOAA-20,Brasil,PARA,RUROPOLIS,Amazonia,1.0,2.8,0.0,-4.37803,-55.43321,,2020-01-08 17:04:59,POINT (-55.43321 -4.37803),2330,49,11802
3667,NOAA-20,Brasil,PARA,PARAGOMINAS,Amazonia,1.0,9.3,0.0,-3.19327,-47.91425,,2020-01-08 17:04:59,POINT (-47.91425 -3.19327),2330,40,11802
3668,NOAA-20,Brasil,PARA,PARAGOMINAS,Amazonia,1.0,8.9,0.0,-3.19265,-47.91055,,2020-01-08 17:04:59,POINT (-47.91055 -3.19265),2330,40,11802
3669,NOAA-20,Brasil,PARA,PARAGOMINAS,Amazonia,1.0,8.7,0.0,-3.19819,-47.90972,,2020-01-08 17:04:59,POINT (-47.90972 -3.19819),2330,40,11802
3670,NOAA-20,Brasil,PARA,ULIANOPOLIS,Amazonia,4.0,4.1,0.0,-3.67484,-47.54849,,2020-01-08 17:04:59,POINT (-47.54849 -3.67484),2330,45,11802
3671,NOAA-20,Brasil,PARA,ULIANOPOLIS,Amazonia,0.0,4.1,0.0,-3.72235,-47.3672,,2020-01-08 17:04:59,POINT (-47.3672 -3.72235),2330,45,11802
3672,NOAA-20,Brasil,PARA,ULIANOPOLIS,Amazonia,0.0,4.1,0.0,-3.7217,-47.36338,,2020-01-08 17:04:59,POINT (-47.36338 -3.7217),2330,45,11802
3673,NOAA-20,Brasil,PARA,ULIANOPOLIS,Amazonia,0.0,2.9,0.0,-3.93807,-47.31709,,2020-01-08 17:04:59,POINT (-47.31709 -3.93807),2330,45,11802
3674,NOAA-20,Brasil,PARA,ULIANOPOLIS,Amazonia,0.0,2.9,0.0,-3.93453,-47.31728,,2020-01-08 17:04:59,POINT (-47.31728 -3.93453),2330,45,11802
3675,NOAA-20,Brasil,PARA,ULIANOPOLIS,Amazonia,1.0,1.7,0.0,-3.98763,-47.59348,,2020-01-08 17:04:59,POINT (-47.59348 -3.98763),2330,45,11802
3676,NOAA-20,Brasil,PARA,ULIANOPOLIS,Amazonia,1.0,1.8,0.0,-3.98699,-47.58976,,2020-01-08 17:04:59,POINT (-47.58976 -3.98699),2330,45,11802
3677,NOAA-20,Brasil,MARANHAO,ITINGA DO MARANHAO,Amazonia,0.0,4.7,0.0,-4.12572,-47.33007,,2020-01-08 17:04:59,POINT (-47.33007 -4.12572),236,49,11802
3678,AQUA_M-T,Brasil,RORAIMA,CARACARAI,Amazonia,6.0,0.0,0.3,1.976,-61.436,14.7,2020-01-04 17:25:00,POINT (-61.436 1.976),4378,143,11802
3679,AQUA_M-T,Brasil,RORAIMA,CARACARAI,Amazonia,7.0,0.0,0.3,1.741,-60.663,32.9,2020-01-04 17:25:00,POINT (-60.663 1.741),4378,143,11802
3680,AQUA_M-T,Brasil,RORAIMA,CARACARAI,Amazonia,7.0,0.0,0.3,1.739,-60.674,7.4,2020-01-04 17:25:00,POINT (-60.674 1.739),4378,143,11802
3681,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,10.0,0.0,0.3,1.117,-59.55,3.9,2020-01-04 17:25:00,POINT (-59.55 1.117),4378,387,11802
3682,AQUA_M-T,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,10.0,0.0,0.2,1.078,-59.754,5.7,2020-01-04 17:25:00,POINT (-59.754 1.078),4378,65,11802
3683,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,6.0,0.0,0.8,0.932,-59.492,12.4,2020-01-04 17:25:00,POINT (-59.492 0.932),4378,387,11802
3684,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,6.0,0.0,0.5,0.93,-59.501,12.3,2020-01-04 17:25:00,POINT (-59.501 0.93),4378,387,11802
3685,AQUA_M-T,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,5.0,0.0,0.1,0.811,-59.818,24.6,2020-01-04 17:25:00,POINT (-59.818 0.811),4378,65,11802
3686,AQUA_M-T,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,5.0,0.0,0.1,0.81,-59.828,6.6,2020-01-04 17:25:00,POINT (-59.828 0.81),4378,65,11802
3687,GOES-16,Brasil,AMAZONAS,UARINI,Amazonia,4.0,0.0,0.0,-3.02,-65.12,,2020-01-04 18:05:09,POINT (-65.12 -3.02),1254,40,11802
3688,TERRA_M-T,Brasil,MATO GROSSO,VILA BELA DA SANTISSIMA TRINDADE,Amazonia,0.0,0.0,0.7,-16.258,-59.593,23.2,2020-01-04 14:30:00,POINT (-59.593 -16.258),2983,432,11802
3689,TERRA_M-T,Brasil,MATO GROSSO,VILA BELA DA SANTISSIMA TRINDADE,Amazonia,0.0,0.0,0.4,-16.266,-59.607,27.3,2020-01-04 14:30:00,POINT (-59.607 -16.266),2983,432,11802
3690,NPP-375,Brasil,AMAZONAS,SANTA ISABEL DO RIO NEGRO,Amazonia,5.0,0.0,0.1,-0.44735,-64.73473,5.2,2020-01-05 17:24:00,POINT (-64.73473 -0.44735),1254,49,11802
3691,NPP-375,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,5.0,0.0,0.0,-0.55935,-60.63846,9.2,2020-01-05 17:24:00,POINT (-60.63846 -0.55935),4378,126,11802
3692,NPP-375,Brasil,AMAZONAS,SANTA ISABEL DO RIO NEGRO,Amazonia,5.0,0.0,0.1,-0.6025,-64.83105,13.3,2020-01-05 17:24:00,POINT (-64.83105 -0.6025),1254,49,11802
3693,NPP-375,Brasil,RORAIMA,CAROEBE,Amazonia,7.0,0.0,0.2,0.9552,-59.54544,3.4,2020-01-05 17:24:00,POINT (-59.54544 0.9552),4378,387,11802
3694,NPP-375,Brasil,RORAIMA,CAROEBE,Amazonia,8.0,0.0,0.2,0.98492,-59.59589,17.2,2020-01-05 17:24:00,POINT (-59.59589 0.98492),4378,387,11802
3695,NPP-375,Brasil,RORAIMA,CAROEBE,Amazonia,8.0,0.0,0.2,0.98544,-59.59243,17.2,2020-01-05 17:24:00,POINT (-59.59243 0.98544),4378,387,11802
3696,NPP-375,Brasil,RORAIMA,CAROEBE,Amazonia,8.0,0.0,0.2,0.98772,-59.59984,6.9,2020-01-05 17:24:00,POINT (-59.59984 0.98772),4378,387,11802
3697,NPP-375,Brasil,RORAIMA,CAROEBE,Amazonia,8.0,0.0,0.2,0.98824,-59.59638,17.7,2020-01-05 17:24:00,POINT (-59.59638 0.98824),4378,387,11802
3698,NPP-375,Brasil,RORAIMA,PACARAIMA,Amazonia,12.0,0.0,0.8,4.10508,-60.61303,9.6,2020-01-08 18:06:00,POINT (-60.61303 4.10508),4378,650,11802
3699,NPP-375,Brasil,RORAIMA,PACARAIMA,Amazonia,12.0,0.0,0.9,4.11085,-60.60905,5.2,2020-01-08 18:06:00,POINT (-60.60905 4.11085),4378,650,11802
3700,GOES-16,Brasil,RORAIMA,CAROEBE,Amazonia,10.0,0.0,0.2,1.04,-59.57,,2020-01-05 22:05:36,POINT (-59.57 1.04),4378,387,11802
3701,NPP-375,Brasil,AMAZONAS,ITACOATIARA,Amazonia,0.0,0.3,0.0,-3.39982,-58.35766,2.4,2020-01-05 17:18:00,POINT (-58.35766 -3.39982),1254,58,11802
3702,NPP-375,Brasil,AMAZONAS,CAREIRO,Amazonia,0.0,0.1,0.0,-3.3878,-60.10522,13.0,2020-01-05 17:18:00,POINT (-60.10522 -3.3878),1254,28,11802
3703,NPP-375,Brasil,AMAZONAS,CAREIRO DA VARZEA,Amazonia,2.0,0.1,0.0,-3.38503,-59.61858,11.8,2020-01-05 17:18:00,POINT (-59.61858 -3.38503),1254,33,11802
3704,NPP-375,Brasil,AMAZONAS,MAUES,Amazonia,2.0,0.0,0.0,-3.38435,-57.68649,4.1,2020-01-05 17:18:00,POINT (-57.68649 -3.38435),1254,19,11802
3705,NPP-375,Brasil,AMAZONAS,CAREIRO DA VARZEA,Amazonia,3.0,0.0,0.0,-3.37648,-59.51694,20.0,2020-01-05 17:18:00,POINT (-59.51694 -3.37648),1254,33,11802
3706,NPP-375,Brasil,AMAZONAS,CAREIRO,Amazonia,0.0,0.3,0.0,-3.37163,-60.17986,7.5,2020-01-05 17:18:00,POINT (-60.17986 -3.37163),1254,28,11802
3707,NPP-375,Brasil,AMAZONAS,CAREIRO DA VARZEA,Amazonia,4.0,0.0,0.0,-3.36621,-59.29197,12.7,2020-01-05 17:18:00,POINT (-59.29197 -3.36621),1254,33,11802
3708,NPP-375,Brasil,AMAZONAS,CAREIRO DA VARZEA,Amazonia,3.0,0.0,0.0,-3.35198,-59.53477,9.5,2020-01-05 17:18:00,POINT (-59.53477 -3.35198),1254,33,11802
3709,NPP-375,Brasil,AMAZONAS,CAREIRO DA VARZEA,Amazonia,3.0,0.0,0.0,-3.34865,-59.53526,18.4,2020-01-05 17:18:00,POINT (-59.53526 -3.34865),1254,33,11802
3710,NPP-375,Brasil,AMAZONAS,CAREIRO DA VARZEA,Amazonia,3.0,0.1,0.0,-3.33069,-59.638,7.2,2020-01-05 17:18:00,POINT (-59.638 -3.33069),1254,33,11802
3711,NPP-375,Brasil,AMAZONAS,ITACOATIARA,Amazonia,0.0,0.3,0.0,-3.32848,-58.28683,5.7,2020-01-05 17:18:00,POINT (-58.28683 -3.32848),1254,58,11802
3712,NPP-375,Brasil,AMAZONAS,CAREIRO DA VARZEA,Amazonia,3.0,0.1,0.0,-3.32105,-59.59682,4.3,2020-01-05 17:18:00,POINT (-59.59682 -3.32105),1254,33,11802
3713,NPP-375,Brasil,AMAZONAS,CAREIRO DA VARZEA,Amazonia,3.0,0.1,0.0,-3.32052,-59.59335,4.3,2020-01-05 17:18:00,POINT (-59.59335 -3.32052),1254,33,11802
3714,NPP-375,Brasil,AMAZONAS,CAREIRO DA VARZEA,Amazonia,3.0,0.0,0.0,-3.31355,-59.43776,7.6,2020-01-05 17:18:00,POINT (-59.43776 -3.31355),1254,33,11802
3715,NPP-375,Brasil,AMAZONAS,ALVARAES,Amazonia,4.0,0.0,0.0,-3.29635,-64.8193,7.7,2020-01-05 17:18:00,POINT (-64.8193 -3.29635),1254,16,11802
3716,NPP-375,Brasil,AMAZONAS,ALVARAES,Amazonia,4.0,0.0,0.0,-3.29577,-64.81541,12.1,2020-01-05 17:18:00,POINT (-64.81541 -3.29577),1254,16,11802
3717,NPP-375,Brasil,AMAZONAS,MANACAPURU,Amazonia,4.0,0.0,0.1,-3.26532,-60.97968,6.5,2020-01-05 17:18:00,POINT (-60.97968 -3.26532),1254,50,11802
3718,NPP-375,Brasil,AMAZONAS,MANACAPURU,Amazonia,3.0,0.0,0.0,-3.21741,-61.21556,12.3,2020-01-05 17:18:00,POINT (-61.21556 -3.21741),1254,50,11802
3719,NPP-375,Brasil,AMAZONAS,ITACOATIARA,Amazonia,2.0,0.1,0.0,-3.21102,-58.93786,10.7,2020-01-05 17:18:00,POINT (-58.93786 -3.21102),1254,58,11802
3720,NPP-375,Brasil,AMAZONAS,ITACOATIARA,Amazonia,2.0,0.1,0.0,-3.21049,-58.9344,8.7,2020-01-05 17:18:00,POINT (-58.9344 -3.21049),1254,58,11802
3721,NPP-375,Brasil,AMAZONAS,MANACAPURU,Amazonia,3.0,0.5,0.0,-3.20152,-60.50864,4.5,2020-01-05 17:18:00,POINT (-60.50864 -3.20152),1254,50,11802
3722,NPP-375,Brasil,AMAZONAS,MANACAPURU,Amazonia,1.0,0.7,0.0,-3.19992,-60.4064,3.1,2020-01-05 17:18:00,POINT (-60.4064 -3.19992),1254,50,11802
3723,NPP-375,Brasil,AMAZONAS,MANACAPURU,Amazonia,4.0,0.0,0.0,-3.18934,-61.16975,4.0,2020-01-05 17:18:00,POINT (-61.16975 -3.18934),1254,50,11802
3724,NPP-375,Brasil,AMAZONAS,MANACAPURU,Amazonia,3.0,0.1,0.1,-3.16176,-60.63601,3.1,2020-01-05 17:18:00,POINT (-60.63601 -3.16176),1254,50,11802
3725,NPP-375,Brasil,AMAZONAS,MANACAPURU,Amazonia,3.0,0.1,0.0,-3.15515,-60.61482,3.6,2020-01-05 17:18:00,POINT (-60.61482 -3.15515),1254,50,11802
3726,NPP-375,Brasil,AMAZONAS,MANACAPURU,Amazonia,3.0,0.1,0.0,-3.15454,-60.61501,2.3,2020-01-05 17:18:00,POINT (-60.61501 -3.15454),1254,50,11802
3727,NPP-375,Brasil,AMAZONAS,ALVARAES,Amazonia,4.0,0.1,0.0,-3.13656,-64.89745,1.8,2020-01-05 17:18:00,POINT (-64.89745 -3.13656),1254,16,11802
3728,NPP-375,Brasil,AMAZONAS,MANACAPURU,Amazonia,3.0,0.2,0.0,-3.13433,-60.59589,2.4,2020-01-05 17:18:00,POINT (-60.59589 -3.13433),1254,50,11802
3729,NPP-375,Brasil,AMAZONAS,MANAUS,Amazonia,2.0,0.0,0.0,-3.1342,-59.36712,3.1,2020-01-05 17:18:00,POINT (-59.36712 -3.1342),1254,39,11802
3730,NPP-375,Brasil,AMAZONAS,MANAUS,Amazonia,2.0,0.0,0.0,-3.13279,-59.40268,2.9,2020-01-05 17:18:00,POINT (-59.40268 -3.13279),1254,39,11802
3731,NPP-375,Brasil,AMAZONAS,BARREIRINHA,Amazonia,1.0,0.1,0.0,-3.07424,-57.23792,9.1,2020-01-05 17:18:00,POINT (-57.23792 -3.07424),1254,19,11802
3732,NPP-375,Brasil,AMAZONAS,BARREIRINHA,Amazonia,1.0,0.1,0.0,-3.07235,-57.24189,23.8,2020-01-05 17:18:00,POINT (-57.24189 -3.07235),1254,19,11802
3733,NPP-375,Brasil,AMAZONAS,BARREIRINHA,Amazonia,1.0,0.1,0.0,-3.07179,-57.23818,23.8,2020-01-05 17:18:00,POINT (-57.23818 -3.07179),1254,19,11802
3734,NPP-375,Brasil,AMAZONAS,IRANDUBA,Amazonia,4.0,0.0,0.1,-3.06933,-60.79112,2.5,2020-01-05 17:18:00,POINT (-60.79112 -3.06933),1254,11,11802
3735,NPP-375,Brasil,AMAZONAS,IRANDUBA,Amazonia,4.0,0.0,0.1,-3.06593,-60.79163,1.9,2020-01-05 17:18:00,POINT (-60.79163 -3.06593),1254,11,11802
3736,NPP-375,Brasil,AMAZONAS,BARREIRINHA,Amazonia,3.0,0.0,0.0,-3.05937,-57.13317,2.1,2020-01-05 17:18:00,POINT (-57.13317 -3.05937),1254,19,11802
3737,NPP-375,Brasil,AMAZONAS,ITACOATIARA,Amazonia,4.0,0.0,-999.0,-3.03287,-59.43599,4.0,2020-01-05 17:18:00,POINT (-59.43599 -3.03287),1254,58,11802
3738,NPP-375,Brasil,AMAZONAS,ITACOATIARA,Amazonia,4.0,0.0,-999.0,-3.03235,-59.43253,4.0,2020-01-05 17:18:00,POINT (-59.43253 -3.03235),1254,58,11802
3739,NPP-375,Brasil,AMAZONAS,UARINI,Amazonia,5.0,0.0,0.0,-2.99968,-65.11304,14.1,2020-01-05 17:18:00,POINT (-65.11304 -2.99968),1254,40,11802
3740,NPP-375,Brasil,AMAZONAS,UARINI,Amazonia,5.0,0.0,0.0,-2.99908,-65.10899,21.8,2020-01-05 17:18:00,POINT (-65.10899 -2.99908),1254,40,11802
3741,NPP-375,Brasil,AMAZONAS,PARINTINS,Amazonia,2.0,0.4,0.0,-2.997,-56.79275,3.4,2020-01-05 17:18:00,POINT (-56.79275 -2.997),1254,19,11802
3742,NPP-375,Brasil,AMAZONAS,SILVES,Amazonia,3.0,0.1,0.0,-2.96189,-58.41167,3.0,2020-01-05 17:18:00,POINT (-58.41167 -2.96189),1254,9,11802
3743,NPP-375,Brasil,AMAZONAS,BOA VISTA DO RAMOS,Amazonia,3.0,0.1,0.0,-2.96187,-57.54844,4.3,2020-01-05 17:18:00,POINT (-57.54844 -2.96187),1254,11,11802
3744,NPP-375,Brasil,AMAZONAS,UARINI,Amazonia,6.0,0.2,0.0,-2.95812,-65.25679,5.1,2020-01-05 17:18:00,POINT (-65.25679 -2.95812),1254,40,11802
3745,NPP-375,Brasil,AMAZONAS,UARINI,Amazonia,5.0,0.1,0.0,-2.91841,-65.47329,17.0,2020-01-05 17:18:00,POINT (-65.47329 -2.91841),1254,40,11802
3746,NPP-375,Brasil,AMAZONAS,ITACOATIARA,Amazonia,4.0,0.0,0.0,-2.8996,-59.20201,2.3,2020-01-05 17:18:00,POINT (-59.20201 -2.8996),1254,58,11802
3747,NPP-375,Brasil,AMAZONAS,BARREIRINHA,Amazonia,3.0,0.1,0.0,-2.84313,-57.11993,5.4,2020-01-05 17:18:00,POINT (-57.11993 -2.84313),1254,19,11802
3748,NPP-375,Brasil,AMAZONAS,BARREIRINHA,Amazonia,3.0,0.1,0.0,-2.84134,-57.12062,4.8,2020-01-05 17:18:00,POINT (-57.12062 -2.84134),1254,19,11802
3749,NPP-375,Brasil,AMAZONAS,MANAUS,Amazonia,1.0,0.0,0.0,-2.81207,-60.19015,16.9,2020-01-05 17:18:00,POINT (-60.19015 -2.81207),1254,39,11802
3750,NPP-375,Brasil,AMAZONAS,JUTAI,Amazonia,4.0,0.0,0.0,-2.76966,-66.77615,4.9,2020-01-05 17:18:00,POINT (-66.77615 -2.76966),1254,15,11802
3751,NPP-375,Brasil,AMAZONAS,PRESIDENTE FIGUEIREDO,Amazonia,3.0,0.0,-999.0,-1.49577,-60.15343,3.4,2020-01-05 17:18:00,POINT (-60.15343 -1.49577),1254,139,11802
3752,NPP-375,Brasil,AMAZONAS,JUTAI,Amazonia,4.0,0.0,0.0,-2.7667,-66.77946,3.6,2020-01-05 17:18:00,POINT (-66.77946 -2.7667),1254,15,11802
3753,NPP-375,Brasil,AMAZONAS,SILVES,Amazonia,3.0,0.0,0.0,-2.75656,-58.19233,25.2,2020-01-05 17:18:00,POINT (-58.19233 -2.75656),1254,9,11802
3754,NPP-375,Brasil,AMAZONAS,RIO PRETO DA EVA,Amazonia,5.0,0.0,0.0,-2.70314,-59.6253,2.7,2020-01-05 17:18:00,POINT (-59.6253 -2.70314),1254,25,11802
3755,NPP-375,Brasil,AMAZONAS,RIO PRETO DA EVA,Amazonia,5.0,0.0,0.0,-2.69982,-59.62579,2.9,2020-01-05 17:18:00,POINT (-59.62579 -2.69982),1254,25,11802
3756,NPP-375,Brasil,AMAZONAS,MANAUS,Amazonia,5.0,0.0,0.0,-2.69313,-60.0971,2.1,2020-01-05 17:18:00,POINT (-60.0971 -2.69313),1254,39,11802
3757,NPP-375,Brasil,AMAZONAS,ITAPIRANGA,Amazonia,1.0,0.3,-999.0,-2.68207,-57.99686,4.4,2020-01-05 17:18:00,POINT (-57.99686 -2.68207),1254,3,11802
3758,NPP-375,Brasil,AMAZONAS,RIO PRETO DA EVA,Amazonia,5.0,0.0,0.0,-2.6584,-59.86671,5.8,2020-01-05 17:18:00,POINT (-59.86671 -2.6584),1254,25,11802
3759,NPP-375,Brasil,AMAZONAS,RIO PRETO DA EVA,Amazonia,5.0,0.0,0.0,-2.63754,-59.459,2.8,2020-01-05 17:18:00,POINT (-59.459 -2.63754),1254,25,11802
3760,NPP-375,Brasil,AMAZONAS,RIO PRETO DA EVA,Amazonia,5.0,0.0,0.0,-2.62386,-59.88606,5.0,2020-01-05 17:18:00,POINT (-59.88606 -2.62386),1254,25,11802
3761,NPP-375,Brasil,AMAZONAS,RIO PRETO DA EVA,Amazonia,5.0,0.0,0.0,-2.62053,-59.88656,5.0,2020-01-05 17:18:00,POINT (-59.88656 -2.62053),1254,25,11802
3762,NPP-375,Brasil,AMAZONAS,RIO PRETO DA EVA,Amazonia,5.0,0.0,0.0,-2.54907,-59.56502,5.1,2020-01-05 17:18:00,POINT (-59.56502 -2.54907),1254,25,11802
3763,NPP-375,Brasil,AMAZONAS,RIO PRETO DA EVA,Amazonia,5.0,0.0,0.0,-2.54855,-59.56157,5.3,2020-01-05 17:18:00,POINT (-59.56157 -2.54855),1254,25,11802
3764,NPP-375,Brasil,AMAZONAS,NOVO AIRAO,Amazonia,3.0,0.1,0.0,-2.52342,-61.05302,11.2,2020-01-05 17:18:00,POINT (-61.05302 -2.52342),1254,14,11802
3765,NPP-375,Brasil,AMAZONAS,SAO SEBASTIAO DO UATUMA,Amazonia,0.0,0.2,0.1,-2.52065,-57.83135,26.4,2020-01-05 17:18:00,POINT (-57.83135 -2.52065),1254,3,11802
3766,NPP-375,Brasil,AMAZONAS,MARAA,Amazonia,5.0,0.0,0.0,-2.50648,-64.77013,4.4,2020-01-05 17:18:00,POINT (-64.77013 -2.50648),1254,17,11802
3767,NPP-375,Brasil,AMAZONAS,FONTE BOA,Amazonia,5.0,0.0,0.0,-2.50372,-65.87182,12.7,2020-01-05 17:18:00,POINT (-65.87182 -2.50372),1254,6,11802
3768,NPP-375,Brasil,AMAZONAS,MARAA,Amazonia,5.0,0.0,0.0,-2.49987,-64.66734,4.4,2020-01-05 17:18:00,POINT (-64.66734 -2.49987),1254,17,11802
3769,NPP-375,Brasil,AMAZONAS,SAO SEBASTIAO DO UATUMA,Amazonia,1.0,0.1,0.1,-2.47482,-57.89786,3.1,2020-01-05 17:18:00,POINT (-57.89786 -2.47482),1254,3,11802
3770,NPP-375,Brasil,AMAZONAS,NHAMUNDA,Amazonia,1.0,0.0,0.0,-2.35244,-57.05149,5.8,2020-01-05 17:18:00,POINT (-57.05149 -2.35244),1254,9,11802
3771,NPP-375,Brasil,AMAZONAS,NHAMUNDA,Amazonia,1.0,0.0,0.0,-2.34896,-57.05201,3.0,2020-01-05 17:18:00,POINT (-57.05201 -2.34896),1254,9,11802
3772,NPP-375,Brasil,PARA,JURUTI,Amazonia,1.0,0.4,0.0,-2.31948,-56.06203,3.4,2020-01-05 17:18:00,POINT (-56.06203 -2.31948),2330,59,11802
3773,NPP-375,Brasil,PARA,JURUTI,Amazonia,2.0,0.5,0.0,-2.31524,-55.93662,13.9,2020-01-05 17:18:00,POINT (-55.93662 -2.31524),2330,59,11802
3774,NPP-375,Brasil,PARA,JURUTI,Amazonia,2.0,0.3,0.0,-2.29438,-56.04436,7.4,2020-01-05 17:18:00,POINT (-56.04436 -2.29438),2330,59,11802
3775,NPP-375,Brasil,PARA,JURUTI,Amazonia,2.0,0.3,0.0,-2.26156,-56.04932,6.3,2020-01-05 17:18:00,POINT (-56.04932 -2.26156),2330,59,11802
3776,NPP-375,Brasil,PARA,JURUTI,Amazonia,2.0,0.4,0.0,-2.2609,-56.04512,6.3,2020-01-05 17:18:00,POINT (-56.04512 -2.2609),2330,59,11802
3777,NPP-375,Brasil,PARA,JURUTI,Amazonia,2.0,0.4,0.0,-2.25725,-56.04565,8.9,2020-01-05 17:18:00,POINT (-56.04565 -2.25725),2330,59,11802
3778,NPP-375,Brasil,AMAZONAS,NOVO AIRAO,Amazonia,5.0,0.0,0.1,-2.22526,-62.44157,7.0,2020-01-05 17:18:00,POINT (-62.44157 -2.22526),1254,14,11802
3779,NPP-375,Brasil,AMAZONAS,NOVO AIRAO,Amazonia,5.0,0.0,0.1,-2.22165,-62.44212,8.0,2020-01-05 17:18:00,POINT (-62.44212 -2.22165),1254,14,11802
3780,NOAA-20,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,0.0,13.1,0.0,-10.55105,-54.06435,,2020-01-08 17:04:59,POINT (-54.06435 -10.55105),2983,120,11802
3781,NOAA-20,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,0.0,13.3,0.0,-10.55046,-54.06063,,2020-01-08 17:04:59,POINT (-54.06063 -10.55046),2983,120,11802
3782,NPP-375,Brasil,AMAZONAS,TONANTINS,Amazonia,4.0,0.0,0.0,-2.72804,-67.58586,4.6,2020-01-08 18:06:00,POINT (-67.58586 -2.72804),1254,5,11802
3783,NPP-375,Brasil,AMAZONAS,TONANTINS,Amazonia,4.0,0.0,0.0,-2.7322,-67.58931,6.2,2020-01-08 18:06:00,POINT (-67.58931 -2.7322),1254,5,11802
3784,NPP-375,Brasil,AMAZONAS,TONANTINS,Amazonia,4.0,0.0,0.0,-2.73281,-67.59331,6.2,2020-01-08 18:06:00,POINT (-67.59331 -2.73281),1254,5,11802
3785,NPP-375,Brasil,AMAZONAS,SAO GABRIEL DA CACHOEIRA,Amazonia,2.0,0.0,0.0,0.03305,-67.29223,8.3,2020-01-05 17:24:00,POINT (-67.29223 0.03305),1254,156,11802
3786,NPP-375,Brasil,AMAZONAS,SAO GABRIEL DA CACHOEIRA,Amazonia,2.0,0.0,0.0,0.03327,-67.28965,17.9,2020-01-05 17:24:00,POINT (-67.28965 0.03327),1254,156,11802
3787,NPP-375,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,5.0,0.0,0.1,0.68071,-59.81776,7.6,2020-01-05 17:24:00,POINT (-59.81776 0.68071),4378,65,11802
3788,NPP-375,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,5.0,0.0,0.1,0.68403,-59.81826,12.1,2020-01-05 17:24:00,POINT (-59.81826 0.68403),4378,65,11802
